"","rhessys_version","tec_file","world_file","world_hdr_prefix","flow_file","start_date","end_date","output_folder","output_filename","command_options","par_dated_id","dated_id","par_id","...defs.shallow_NT.def.pore_size_index","...defs.shallow_NT.def.psi_air_entry","...defs.shallow_NT.def.group_id","...defs.veg_liveoak.def.epc.leaf_cn","...defs.veg_liveoak.def.epc.branch_turnover","...defs.veg_liveoak.def.epc.gl_smax","...defs.veg_liveoak.def.epc.flnr_age_mult","...defs.veg_liveoak.def.epc.litter_moist_coef","...defs.veg_liveoak.def.epc.psi_close","...defs.veg_liveoak.def.mrc.q10","...defs.veg_liveoak.def.epc.vpd_close","...defs.veg_liveoak.def.epc.leaf_turnover","...defs.veg_liveoak.def.epc.froot_turnover","...defs.veg_liveoak.def.epc.storage_transfer_prop","...defs.veg_liveoak.def.epc.height_to_stem_coef","...defs.veg_liveoak.def.epc.waring_pa","...defs.veg_liveoak.def.epc.root_distrib_parm","...defs.veg_liveoak.def.epc.proj_sla","...defs.veg_liveoak.def.epc.alloc_stemc_leafc","...defs.veg_liveoak.def.epc.ext_coef","...defs.veg_liveoak.def.specific_rain_capacity","...defs.veg_liveoak.def.epc.flnr_sunlit","...defs.veg_liveoak.def.epc.flnr_shade","...defs.veg_liveoak.def.epc.netpabs_sunlit","...defs.veg_liveoak.def.epc.netpabs_shade","...defs.veg_liveoak.def.epc.netpabs_age_mult","...defs.veg_liveoak.def.epc.cpool_mort_fract","...defs.veg_liveoak.def.epc.min_percent_leafg","...defs.veg_liveoak.def.epc.livewood_turnover","...defs.veg_liveoak.def.epc.waring_pb","...defs.veg_liveoak.def.epc.max_storage_percent","...defs.veg_liveoak.def.epc.min_leaf_carbon","...defs.veg_liveoak.def.epc.resprout_leaf_carbon","...defs.veg_liveoak.def.epc.alloc_frootc_leafc","...defs.veg_liveoak.def.epc.frootc_crootc","...defs.veg_liveoak.def.epc.alloc_prop_day_growth","...defs.veg_liveoak.def.epc.day_leafon","...defs.veg_liveoak.def.epc.day_leafoff","...defs.veg_liveoak.def.epc.ndays_expand","...defs.veg_liveoak.def.epc.ndays_litfall","...defs.veg_liveoak.def.group_id","def_id","...defs.stdbasin.def.group_id","...defs.stdhillslope.def.group_id","...defs.stdzone.def.group_id","...defs.lu_undev.def.group_id","all_id","hdr_id","run","code"
"1","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",7,0,7,0.559530524071306,1.34250461105257,7,38.5413900911808,0.0130273282956332,0.00308579974360764,1.41189238696522,0.000173188594396808,-8.19038490671664,2.3810762605397,3209.51826563105,0.253649879526347,0.46210077253636,0.52543207134353,0.491964956978336,0.35440651982557,5.35111475037411,23.0267165494151,1.62019976549782,0.705256917120202,0.000152165323909407,0.468463728105649,0.252653530157544,0.108727795840008,0.321575530921109,1.9009115933869,0.00658448226447217,0.00411882859515026,0.0668061324954033,0.598930433485657,0.352635766891763,0.00287595118243247,0.00535448156297207,0.710430324145127,0.518667810984654,0.591593955350108,255.52886519162,108.647941127419,51.6313991574571,52.0210395427421,7,7,0,0,0,0,7,7,7,"quag"
"2","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",21,0,21,0.640906536439434,2.50008718566969,21,35.3346052868292,0.0114388595428318,0.00287603726886213,1.90798593515973,0.000203721027205116,-4.73185881413519,2.01093980029691,3123.27038468793,0.145073638018221,0.461969935917296,0.57203556361841,0.650005702977069,0.327494758418761,5.97989333735313,22.1614220906049,1.3088063722942,0.675294287608517,0.000172285767839488,0.277735303251073,0.107697918992629,0.230597137569916,0.260934808896855,1.65573819985101,0.0288693614086369,0.00657869911380112,0.0230555857904255,0.906182854599319,0.356688906438649,0.0121380576242413,0.00522606731392443,1.19492432302795,0.677582486792235,0.588919271305203,280.070353567833,103.566794391721,51.5656110243872,42.7714219805785,21,21,0,0,0,0,21,21,21,"quag"
"3","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",28,0,28,0.653011746006086,1.54843680733815,28,53.5316512300633,0.0160250886622816,0.00297375439323485,1.45651360866916,0.000194806362505187,-3.68950832029805,2.18151496914215,4369.00070360862,0.249992162175477,0.49527683648048,0.58278882736573,0.380500582628883,0.260979822981171,5.74719483731315,23.5559265939519,1.30556048261933,0.687750095205859,0.000187984544738499,0.513198576163501,0.193770669600624,0.120515348085901,0.392295825039037,1.82345689503895,0.0671419374776306,0.00664707227610052,0.0299956472963095,0.897909943095874,0.38653114293702,0.00914226798369549,0.00633758526528254,0.902774100196548,1.46278031457891,0.458861965276301,260.370647632983,109.872177358717,51.4419798078015,42.1340992162004,28,28,0,0,0,0,28,28,28,"quag"
"4","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",29,0,29,0.515202946728095,2.52129326853901,29,48.5246879663318,0.0331401154007763,0.00311345054037869,1.61686948466185,0.000326618323994218,-3.68252626480535,2.04390760173555,4852.6589655783,0.18252746486105,0.363429687276948,0.434688588904683,0.470252583967522,0.308864137972705,6.45771528710611,20.9702218959574,1.42440088368021,0.650155381078622,0.000106312879945175,0.173802824381739,0.146250417621434,0.229950969364261,0.288485427526757,1.46153340141103,0.0154026420430746,0.00389416970033199,0.0460785002447665,0.822218298481312,0.35723384115845,0.0021149771712441,0.00545559822232462,0.682011926576961,0.724033714715391,0.557203131143469,269.05890914984,101.532264269888,58.5479848757386,45.026257338468,29,29,0,0,0,0,29,29,29,"quag"
"5","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",30,0,30,0.676220229221508,0.937436673324555,30,61.7101374277845,0.0226471939012408,0.00290210167601705,1.97368681571656,0.000546154129084083,-3.38286673324183,2.31797136904206,3645.06481778808,0.190436056256294,0.507303033827338,0.465457842629403,0.625739581300877,0.341781953261234,6.55946832732297,18.796566023957,1.37473822915927,0.733898551110015,0.000199618447872461,0.338369474845938,0.332922082469705,0.215013512170408,0.303470084466971,1.83566225173092,0.0436189438108122,0.00481820958619937,0.0694008984789252,0.830712923267856,0.268511600559577,0.00392588641914539,0.00743164739455096,0.99667107867077,0.583700240570353,0.575900065186433,276.979923680658,112.127310004085,52.464116524905,58.5855940799229,30,30,0,0,0,0,30,30,30,"quag"
"6","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",33,0,33,0.606702229985967,2.04054937032983,33,62.2501530586742,0.0283624332137406,0.00295339241817594,1.62748378045764,0.000243649656850961,-3.93382500065491,2.33748158561066,5246.75562139601,0.201044984580949,0.481581386458129,0.593079354471993,0.284105358994566,0.244421491567045,5.49583145882934,23.23754300992,1.50326589106116,0.661390550862532,0.00017392633037949,0.420220171860419,0.229460392025602,0.231572009643773,0.182209011586383,1.37292326890305,0.0356319540780969,0.00568750951439142,0.081849807407707,0.766883276146837,0.347345833387226,0.00575056258252822,0.00890274584409781,0.728704701249953,0.711752125232248,0.508289231043309,260.484509269707,104.679128929973,49.7361236466095,42.375899660401,33,33,0,0,0,0,33,33,33,"quag"
"7","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",36,0,36,0.569628518773243,2.73407354174182,36,41.9335634405725,0.0270646292772144,0.00299439175069332,1.4627158071911,0.000574822856442188,-4.79894423531368,2.18324504951015,3898.25712619349,0.206411843886599,0.307635386276525,0.538954598698765,0.37334871548228,0.364851031578146,5.63658709463198,19.9627559799701,1.69822477241978,0.694739282004849,0.000125745447564614,0.417592963836156,0.15646988616935,0.259576374003431,0.296715090190992,1.72927397545101,0.087517185756471,0.00715575263742358,0.0644474489241838,0.866495303739794,0.350655688811094,0.00463955449159257,0.00593241404625587,0.679218809888698,0.598485618512146,0.528213284558151,272.999386419309,115.081548172981,50.7458193534985,47.5366095313802,36,36,0,0,0,0,36,36,36,"quag"
"8","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",39,0,39,0.587426922656596,1.05836273202673,39,51.1758382599801,0.0285511326417327,0.00291348269656301,1.77915312555386,0.000226856017978629,-6.43462818581611,1.99560102077667,3545.81935680471,0.185084270406514,0.543925754108932,0.577545639455784,0.49019232171122,0.268402205095626,5.22744622954633,22.1455436374526,1.35852847429924,0.718715100414737,0.000157977733243722,0.498788650704548,0.156500504029356,0.225122914707987,0.197813814668916,1.85551649855357,0.0686924857692793,0.00386699185706675,0.0866440888866782,0.997519371041562,0.261886410368606,0.00848462411437184,0.00829608847387135,0.811876353041735,1.37320623365231,0.68387660366483,276.950112366816,114.807231184095,55.4944528341293,36.5908401366323,39,39,0,0,0,0,39,39,39,"quag"
"9","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",40,0,40,0.662770873261616,2.6974599204585,40,62.0065112407319,0.0243632539398968,0.00297067051053047,1.3181403157278,0.000250022125168703,-7.62004569126293,2.44637584704906,2888.62295271829,0.137939359806478,0.376256123709027,0.594510082213674,0.386251792893745,0.253204564643092,6.37710042530671,20.5702123760711,1.67566590192728,0.696291354098485,0.000122466232370283,0.497056283731014,0.185596547102812,0.350469903330086,0.146601728512906,1.37412181759858,0.0594935627231607,0.00503837308473885,0.0532208201475441,0.944413772551343,0.349636834207922,0.00859209587351419,0.00646013154881075,0.839069593234453,1.46869504715712,0.500799341124948,278.441021515522,108.410295981914,55.1013522120193,59.372999088373,40,40,0,0,0,0,40,40,40,"quag"
"10","~/RHESSys-develop/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/RHESSysIOinR_output","evergreen","-b -g -c -climrepeat -vmort_off",49,0,49,0.60507426969707,1.76583461031318,49,34.0838512205519,0.0258686098363251,0.00280656254179776,1.50502475565695,0.000178687888553482,-8.2703723134473,2.42596920593642,3217.04750051722,0.126675660582259,0.295931499497965,0.39009470930323,0.43790026428178,0.330785731240176,6.89520060666837,22.1270877122879,1.70623837755993,0.667144427588337,0.000144962295703474,0.265694727725349,0.309463074140996,0.366170915739145,0.162850494496524,1.35454258510377,0.0843103955995757,0.00789499432081357,0.0748666898347437,0.76093732167501,0.344002520525828,0.00464948988312855,0.00827021277160384,1.02852154244436,0.714702017688425,0.454040411741007,271.451455494156,111.052001398057,58.1370434314013,45.627157939598,49,49,0,0,0,0,49,49,49,"quag"
