"","rhessys_version","tec_file","world_file","world_hdr_prefix","flow_file","start_date","end_date","output_folder","output_filename","command_options","par_dated_id","dated_id","par_id","...defs.shallow.def.pore_size_index","...defs.shallow.def.psi_air_entry","...defs.shallow.def.group_id","...defs.veg_liveoak.def.epc.leaf_cn","...defs.veg_liveoak.def.epc.branch_turnover","...defs.veg_liveoak.def.epc.gl_smax","...defs.veg_liveoak.def.epc.flnr_age_mult","...defs.veg_liveoak.def.epc.litter_moist_coef","...defs.veg_liveoak.def.epc.psi_close","...defs.veg_liveoak.def.mrc.q10","...defs.veg_liveoak.def.epc.vpd_close","...defs.veg_liveoak.def.epc.leaf_turnover","...defs.veg_liveoak.def.epc.froot_turnover","...defs.veg_liveoak.def.epc.storage_transfer_prop","...defs.veg_liveoak.def.epc.height_to_stem_coef","...defs.veg_liveoak.def.epc.waring_pa","...defs.veg_liveoak.def.epc.root_growth_direction","...defs.veg_liveoak.def.epc.root_distrib_parm","...defs.veg_liveoak.def.epc.proj_sla","...defs.veg_liveoak.def.epc.alloc_stemc_leafc","...defs.veg_liveoak.def.epc.ext_coef","...defs.veg_liveoak.def.specific_rain_capacity","...defs.veg_liveoak.def.epc.flnr_sunlit","...defs.veg_liveoak.def.epc.flnr_shade","...defs.veg_liveoak.def.epc.netpabs_sunlit","...defs.veg_liveoak.def.epc.netpabs_shade","...defs.veg_liveoak.def.epc.netpabs_age_mult","...defs.veg_liveoak.def.epc.cpool_mort_fract","...defs.veg_liveoak.def.epc.min_percent_leafg","...defs.veg_liveoak.def.epc.livewood_turnover","...defs.veg_liveoak.def.epc.waring_pb","...defs.veg_liveoak.def.epc.max_storage_percent","...defs.veg_liveoak.def.epc.min_leaf_carbon","...defs.veg_liveoak.def.epc.resprout_leaf_carbon","...defs.veg_liveoak.def.epc.alloc_frootc_leafc","...defs.veg_liveoak.def.epc.frootc_crootc","...defs.veg_liveoak.def.group_id","def_id","...defs.stdbasin.def.group_id","...defs.stdhillslope.def.group_id","...defs.stdzone.def.group_id","...defs.lu_undev.def.group_id","all_id","hdr_id","phen","species"
"1","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",8,0,8,0.599539807939436,2.68028203899739,8,43.3183225333603,0.0371070909220725,0.00250180128391366,1.16405227760365,0.000545183566806844,-3.34649013122544,1.85247655175626,3962.82832549274,0.176433623309713,0.521747155161574,0.531850541150197,0.449268934061765,0.313971541658975,0.506611514370888,3.31901441549417,12.0300137929153,1.31027752645314,0.6798972444457,0.000166339027754124,0.449637783538087,0.174065237704778,0.190474784361284,0.267495760018937,1.40962792296021,0.0105394485511351,0.00912710113334469,0.0888382283039391,0.470446493080817,0.291815939312801,0.010308483885834,0.00509581366903149,0.951835430623032,0.94376679090783,8,8,0,0,0,0,8,8,"EVERGREEN","quag"
"2","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",23,0,23,0.681494901364204,0.11911804479314,23,57.3581058935699,0.0382053039479069,0.00299406335665844,1.29359769688558,0.000680297872981039,-8.93909976677969,1.81080862749368,3884.67004678346,0.185520050253253,0.601287121116184,0.513706693169661,0.406058306318251,0.328588642016985,1.33356314455159,2.78623181197327,11.90390844387,1.63898916782346,0.713709547427297,0.000104675421929336,0.320944470705089,0.119501616265859,0.161057511783915,0.225179447140545,1.39332858606055,0.0173265632805415,0.00874302376620472,0.0871298280917108,0.133536750078201,0.383757460536435,0.0112118606791832,0.00525111894356087,0.866913731885143,1.00057898586383,23,23,0,0,0,0,23,23,"EVERGREEN","quag"
"3","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",139,0,139,0.607593306258786,1.49082181657432,139,36.1220250521699,0.023277341935318,0.00299673755501863,1.76212632432766,0.000366495209581434,-3.17253216868266,2.03616880765185,3988.14464754338,0.182680658437312,0.491969349258579,0.543723500380292,0.555424220686141,0.661064741387963,0.668637163005769,3.55585832562065,11.5840374960098,1.45030938503332,0.71293822658963,0.000135293452946527,0.219894385920468,0.355119278466541,0.328419847639304,0.235356050170958,1.59160347530316,0.0273408019565977,0.00769660251378082,0.0870676749013364,0.416741961950902,0.289491499820724,0.00355689272354823,0.00567444388638251,0.405053106718697,0.756928595050704,139,139,0,0,0,0,139,139,"EVERGREEN","quag"
"4","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",157,0,157,0.558367133210413,2.74968034485355,157,47.6120068168908,0.0130765394493937,0.00374920614738949,1.2967484022564,0.000387272393711054,-6.3488658182323,2.09305600002408,4626.13874229486,0.173979635197902,0.604654335579835,0.562339610140771,0.807606923721262,0.121204684441909,1.41389407403767,3.3846233318327,11.5253785634413,1.57373422519304,0.684484777076915,0.000143025290609139,0.54674878399094,0.378887481967644,0.270398549651967,0.117978565185331,1.45961753234058,0.0209869966709521,0.00928873887099326,0.0799465677700937,0.22762673193356,0.242538899043575,0.0141098194179032,0.0056452510971576,0.99709913812112,1.14887636343483,157,157,0,0,0,0,157,157,"EVERGREEN","quag"
"5","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",177,0,177,0.557976097799838,2.34647735945182,177,62.0391959394212,0.0306707828771323,0.00363591647613794,1.28750507060089,0.000584662728192055,-5.64188498212025,2.02098694443703,3091.63775567274,0.140227323966101,0.324139137449674,0.571422789921053,0.49981163426844,0.198196132504381,0.559764189645648,2.88193925964879,11.1465801710729,1.52936705453321,0.703777269697108,0.000180359710963059,0.562322825499817,0.142532669622586,0.23210673180048,0.251535311108455,1.23681258489541,0.0224370644043665,0.00170565089490265,0.0528214466199279,0.115923306962941,0.366271621966735,0.0160338551136386,0.00542325277230702,0.326006064936519,1.05153691332089,177,177,0,0,0,0,177,177,"EVERGREEN","quag"
"6","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",210,0,210,0.664442190760747,1.1507918464602,210,47.82978988369,0.0164604815584607,0.00329250954033341,1.70272683949256,9.71919047933188e-05,-7.72236778400838,1.81519246771932,3513.33861933567,0.158724193644011,0.558445368474349,0.480330154742114,0.395166679174631,0.265464870270807,0.535470732022077,3.95325721072732,12.8904301882721,1.62946368842386,0.691157235529204,0.00015823907967658,0.533117152203974,0.187123361355225,0.225847195919825,0.236145956534892,1.33784085938404,0.018599957481958,0.00530126274563372,0.07002028176561,0.132523456215858,0.200295405928046,0.0152048159985198,0.00733673959970474,0.498274095542729,0.709962768177502,210,210,0,0,0,0,210,210,"EVERGREEN","quag"
"7","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",253,0,253,0.614272647956386,0.634811431670096,253,59.9906227233994,0.0132131455349736,0.00313131427078042,1.44791636306583,0.000438061214858718,-3.58272026572376,1.84620818449184,3041.38074149215,0.171976226058323,0.346418893127702,0.498697940935381,0.411048825892399,0.684705755219329,1.48204716132022,3.21677049895516,12.2470564090181,1.55298272422515,0.689665012275753,0.00012722221887256,0.468309672056756,0.109311105665189,0.121930773998032,0.372231287043542,1.64920574678341,0.00757038852060214,0.00872432707832195,0.0209475214593112,0.787371042510495,0.277411519968882,0.00496535123874433,0.00770943076582625,0.997641787771135,1.24291739886394,253,253,0,0,0,0,253,253,"EVERGREEN","quag"
"8","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",323,0,323,0.612886269192677,1.8458344047307,323,52.583281731591,0.0185676452028565,0.00320808916015085,1.02418717076676,0.00059830835534505,-7.77154395310208,2.15900600720197,5929.39214339684,0.142453278494067,0.269573030341417,0.56694621515926,0.759063023847944,0.153304859017953,1.40408537676558,2.74802808638196,6.02548862667754,1.48516730715055,0.696421662826254,0.000178457098727801,0.234283217875456,0.297523282603334,0.384697304978423,0.328949385765009,1.32311160558881,0.00311105155246332,0.00344946401775815,0.045472655929625,0.532142794725951,0.375683763856068,0.0117763595689042,0.00975458727567457,0.852300881361589,0.834147536230739,323,323,0,0,0,0,323,323,"EVERGREEN","quag"
"9","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",327,0,327,0.571479913953226,0.893010521947872,327,41.186737481234,0.0103930811118335,0.00251529451075476,1.7917196188356,0.000367997501735957,-8.13882838189602,2.19911352787167,4038.70276914543,0.202084773252718,0.614384566945955,0.536047111824155,0.369755114797296,0.228548965952359,1.01091254199855,3.16700320399832,11.4167629999574,1.6824324591551,0.689452950457786,0.000115922762551031,0.454846661235989,0.363089173492111,0.289304264384123,0.100380814936943,1.89795013239805,0.00900627437094226,0.00935319174802862,0.0848706670664251,0.738247848604806,0.36120485169813,0.0148704229726782,0.00895756497047842,1.11406594966538,0.764709041500464,327,327,0,0,0,0,327,327,"EVERGREEN","quag"
"10","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",390,0,390,0.688075792754535,2.29826162360841,390,62.863772132367,0.0243794890143909,0.00302391561551485,1.41044032879674,0.000675342033760255,-6.3774989778176,2.17706735506654,3728.93789481686,0.215548167944653,0.345291152410209,0.563847903441638,0.154943184384613,0.268573744874448,0.508254345273599,3.15394905232824,7.96275793155655,1.37318975252565,0.736955882270401,0.000151013199235953,0.587409526673591,0.278344636619472,0.296735287894606,0.20835862394888,1.90112971574289,0.016366125654662,0.00736387384636328,0.0402665311470628,0.328485158109106,0.255802196497098,0.0155989023478143,0.00654579721507616,0.811751479958184,0.924848083767574,390,390,0,0,0,0,390,390,"EVERGREEN","quag"
"11","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",410,0,410,0.648461815167684,2.05882040535798,410,40.0036571561563,0.0191125338897109,0.00355314160638955,1.22816677075799,0.000644413016503293,-8.62969738338143,2.11351451100782,2628.30913554539,0.140752018715721,0.584441476082429,0.501966150361113,0.847118234574384,0.289372320356779,1.20652753859758,3.27103651751531,7.29392564296722,1.52730041202158,0.72027469478636,0.000190676974799333,0.563315945118619,0.172107789861728,0.264123969643368,0.108401226392016,1.23141628333216,0.0107016380748246,0.0068242461301852,0.0232569481618702,0.299014263960999,0.395662746066228,0.00646149026607163,0.00927350675454363,0.36127779786475,1.07727853395045,410,410,0,0,0,0,410,410,"EVERGREEN","quag"
"12","~/RHESSys/bin/rhessys7.2","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1947 10 1 1","2007 10 2 2","~/../../scratch/ratorres/out","evergreen.sob","-b -g -climrepeat",426,0,426,0.560140113846865,1.0307004370261,426,40.2386814936734,0.0380658901063725,0.00388840936007909,1.50478452122281,0.00020404489833274,-7.52257111016661,2.04208062812686,2843.02152644872,0.180859298260184,0.627319880458526,0.569182457379065,0.567917532764244,0.615425470180344,0.722010458121076,3.32697234948864,9.39814273943193,1.65795162455179,0.735679613166558,0.00017377408521733,0.25848058394171,0.212387543065664,0.369632024054641,0.264095473219641,1.97909776068025,0.00271774866012856,0.00929718762822449,0.0978777174465358,0.460904587025288,0.334202014189214,0.0195029611442238,0.00602785768918693,0.979266420355998,1.1305345274508,426,426,0,0,0,0,426,426,"EVERGREEN","quag"
